values	x	y
0.7925626	91.5	50.5
0.7986208	92.5	50.5
0.8045991	93.5	50.5
0.8104969	94.5	50.5
0.8163137	95.5	50.5
0.8220489	96.5	50.5
0.8277019	97.5	50.5
0.8332721	98.5	50.5
0.8387589	99.5	50.5
0.004999979	0.5	49.5
0.01499944	1.5	49.5
0.0249974	2.5	49.5
0.03499286	3.5	49.5
0.04498481	4.5	49.5
0.05497228	5.5	49.5
0.06495424	6.5	49.5
0.07492971	7.5	49.5
0.08489768	8.5	49.5
0.09485717	9.5	49.5
0.1048072	10.5	49.5
0.1147467	11.5	49.5
0.1246747	12.5	49.5
0.1345903	13.5	49.5
0.1444924	14.5	49.5
0.1543801	15.5	49.5
0.1642523	16.5	49.5
0.1741081	17.5	49.5
0.1839465	18.5	49.5
0.1937665	19.5	49.5
0.2035672	20.5	49.5
0.2133474	21.5	49.5
0.2231064	22.5	49.5
0.232843	23.5	49.5
0.2425563	24.5	49.5
0.2522454	25.5	49.5
0.2619093	26.5	49.5
0.2715469	27.5	49.5
0.2811575	28.5	49.5
0.2907399	29.5	49.5
0.3002932	30.5	49.5
0.3098165	31.5	49.5
0.3193088	32.5	49.5
0.3287692	33.5	49.5
0.3381967	34.5	49.5
0.3475904	35.5	49.5
0.3569493	36.5	49.5
0.3662725	37.5	49.5
0.3755592	38.5	49.5
0.3848082	39.5	49.5
0.3940188	40.5	49.5
0.4031899	41.5	49.5
0.4123208	42.5	49.5
0.4214104	43.5	49.5
0.4304579	44.5	49.5
0.4394623	45.5	49.5
0.4484228	46.5	49.5
0.4573385	47.5	49.5
0.4662084	48.5	49.5
0.4750316	49.5	49.5
0.4838074	50.5	49.5
0.4925348	51.5	49.5
0.501213	52.5	49.5
0.509841	53.5	49.5
0.5184181	54.5	49.5
0.5269433	55.5	49.5
0.5354158	56.5	49.5
0.5438348	57.5	49.5
0.5521994	58.5	49.5
0.5605087	59.5	49.5
0.5687621	60.5	49.5
0.5769585	61.5	49.5
0.5850973	62.5	49.5
0.5931775	63.5	49.5
0.6011984	64.5	49.5
0.6091592	65.5	49.5
0.6170591	66.5	49.5
0.6248973	67.5	49.5
0.632673	68.5	49.5
0.6403854	69.5	49.5
0.6480339	70.5	49.5
0.6556174	71.5	49.5
0.6631355	72.5	49.5
0.6705872	73.5	49.5
0.6779718	74.5	49.5
0.6852887	75.5	49.5
0.692537	76.5	49.5
0.6997161	77.5	49.5
0.7068252	78.5	49.5
0.7138636	79.5	49.5
0.7208306	80.5	49.5
0.7277256	81.5	49.5
0.7345478	82.5	49.5
0.7412965	83.5	49.5
0.7479711	84.5	49.5
0.7545709	85.5	49.5
0.7610953	86.5	49.5
0.7675435	87.5	49.5
0.773915	88.5	49.5
0.7802091	89.5	49.5
0.7864252	90.5	49.5
0.7925626	91.5	49.5
0.7986208	92.5	49.5
0.8045991	93.5	49.5
0.8104969	94.5	49.5
0.8163137	95.5	49.5
0.8220489	96.5	49.5
0.8277019	97.5	49.5
0.8332721	98.5	49.5
0.8387589	99.5	49.5
0.004999979	0.5	48.5
0.01499944	1.5	48.5
0.0249974	2.5	48.5
0.03499286	3.5	48.5
0.04498481	4.5	48.5
0.05497228	5.5	48.5
0.06495424	6.5	48.5
0.07492971	7.5	48.5
0.08489768	8.5	48.5
0.09485717	9.5	48.5
0.1048072	10.5	48.5
0.1147467	11.5	48.5
0.1246747	12.5	48.5
0.1345903	13.5	48.5
0.1444924	14.5	48.5
0.1543801	15.5	48.5
0.1642523	16.5	48.5
0.1741081	17.5	48.5
0.1839465	18.5	48.5
0.1937665	19.5	48.5
0.2035672	20.5	48.5
0.2133474	21.5	48.5
0.2231064	22.5	48.5
0.232843	23.5	48.5
0.2425563	24.5	48.5
0.2522454	25.5	48.5
0.2619093	26.5	48.5
0.2715469	27.5	48.5
0.2811575	28.5	48.5
0.2907399	29.5	48.5
0.3002932	30.5	48.5
0.3098165	31.5	48.5
0.3193088	32.5	48.5
0.3287692	33.5	48.5
0.3381967	34.5	48.5
0.3475904	35.5	48.5
0.3569493	36.5	48.5
0.3662725	37.5	48.5
0.3755592	38.5	48.5
0.3848082	39.5	48.5
0.3940188	40.5	48.5
0.4031899	41.5	48.5
0.4123208	42.5	48.5
0.4214104	43.5	48.5
0.4304579	44.5	48.5
0.4394623	45.5	48.5
0.4484228	46.5	48.5
0.4573385	47.5	48.5
0.4662084	48.5	48.5
0.4750316	49.5	48.5
0.4838074	50.5	48.5
0.4925348	51.5	48.5
0.501213	52.5	48.5
0.509841	53.5	48.5
0.5184181	54.5	48.5
0.5269433	55.5	48.5
0.5354158	56.5	48.5
0.5438348	57.5	48.5
0.5521994	58.5	48.5
0.5605087	59.5	48.5
0.5687621	60.5	48.5
0.5769585	61.5	48.5
0.5850973	62.5	48.5
0.5931775	63.5	48.5
0.6011984	64.5	48.5
0.6091592	65.5	48.5
0.6170591	66.5	48.5
0.6248973	67.5	48.5
0.632673	68.5	48.5
0.6403854	69.5	48.5
0.6480339	70.5	48.5
0.6556174	71.5	48.5
0.6631355	72.5	48.5
0.6705872	73.5	48.5
0.6779718	74.5	48.5
0.6852887	75.5	48.5
0.692537	76.5	48.5
0.6997161	77.5	48.5
0.7068252	78.5	48.5
0.7138636	79.5	48.5
0.7208306	80.5	48.5
0.7277256	81.5	48.5
0.7345478	82.5	48.5
0.7412965	83.5	48.5
0.7479711	84.5	48.5
0.7545709	85.5	48.5
0.7610953	86.5	48.5
0.7675435	87.5	48.5
0.773915	88.5	48.5
0.7802091	89.5	48.5
0.7864252	90.5	48.5
0.7925626	91.5	48.5
0.7986208	92.5	48.5
0.8045991	93.5	48.5
0.8104969	94.5	48.5
0.8163137	95.5	48.5
0.8220489	96.5	48.5
0.8277019	97.5	48.5
0.8332721	98.5	48.5
0.8387589	99.5	48.5
0.004999979	0.5	47.5
0.01499944	1.5	47.5
0.0249974	2.5	47.5
0.03499286	3.5	47.5
0.04498481	4.5	47.5
0.05497228	5.5	47.5
0.06495424	6.5	47.5
0.07492971	7.5	47.5
0.08489768	8.5	47.5
0.09485717	9.5	47.5
0.1048072	10.5	47.5
0.1147467	11.5	47.5
0.1246747	12.5	47.5
0.1345903	13.5	47.5
0.1444924	14.5	47.5
0.1543801	15.5	47.5
0.1642523	16.5	47.5
0.1741081	17.5	47.5
0.1839465	18.5	47.5
0.1937665	19.5	47.5
0.2035672	20.5	47.5
0.2133474	21.5	47.5
0.2231064	22.5	47.5
0.232843	23.5	47.5
0.2425563	24.5	47.5
0.2522454	25.5	47.5
0.2619093	26.5	47.5
0.2715469	27.5	47.5
0.2811575	28.5	47.5
0.2907399	29.5	47.5
0.3002932	30.5	47.5
0.3098165	31.5	47.5
0.3193088	32.5	47.5
0.3287692	33.5	47.5
0.3381967	34.5	47.5
0.3475904	35.5	47.5
0.3569493	36.5	47.5
0.3662725	37.5	47.5
0.3755592	38.5	47.5
0.3848082	39.5	47.5
0.3940188	40.5	47.5
0.4031899	41.5	47.5
0.4123208	42.5	47.5
0.4214104	43.5	47.5
0.4304579	44.5	47.5
0.4394623	45.5	47.5
0.4484228	46.5	47.5
0.4573385	47.5	47.5
0.4662084	48.5	47.5
0.4750316	49.5	47.5
0.4838074	50.5	47.5
0.4925348	51.5	47.5
0.501213	52.5	47.5
0.509841	53.5	47.5
0.5184181	54.5	47.5
0.5269433	55.5	47.5
0.5354158	56.5	47.5
0.5438348	57.5	47.5
0.5521994	58.5	47.5
0.5605087	59.5	47.5
0.5687621	60.5	47.5
0.5769585	61.5	47.5
0.5850973	62.5	47.5
0.5931775	63.5	47.5
0.6011984	64.5	47.5
0.6091592	65.5	47.5
0.6170591	66.5	47.5
0.6248973	67.5	47.5
0.632673	68.5	47.5
0.6403854	69.5	47.5
0.6480339	70.5	47.5
0.6556174	71.5	47.5
0.6631355	72.5	47.5
0.6705872	73.5	47.5
0.6779718	74.5	47.5
0.6852887	75.5	47.5
0.692537	76.5	47.5
0.6997161	77.5	47.5
0.7068252	78.5	47.5
0.7138636	79.5	47.5
0.7208306	80.5	47.5
0.7277256	81.5	47.5
0.7345478	82.5	47.5
0.7412965	83.5	47.5
0.7479711	84.5	47.5
0.7545709	85.5	47.5
0.7610953	86.5	47.5
0.7675435	87.5	47.5
0.773915	88.5	47.5
0.7802091	89.5	47.5
0.7864252	90.5	47.5
0.7925626	91.5	47.5
0.7986208	92.5	47.5
0.8045991	93.5	47.5
0.8104969	94.5	47.5
0.8163137	95.5	47.5
0.8220489	96.5	47.5
0.8277019	97.5	47.5
0.8332721	98.5	47.5
0.8387589	99.5	47.5
0.004999979	0.5	46.5
0.01499944	1.5	46.5
0.0249974	2.5	46.5
0.03499286	3.5	46.5
0.04498481	4.5	46.5
0.05497228	5.5	46.5
0.06495424	6.5	46.5
0.07492971	7.5	46.5
0.08489768	8.5	46.5
0.09485717	9.5	46.5
0.1048072	10.5	46.5
0.1147467	11.5	46.5
0.1246747	12.5	46.5
0.1345903	13.5	46.5
0.1444924	14.5	46.5
0.1543801	15.5	46.5
0.1642523	16.5	46.5
0.1741081	17.5	46.5
0.1839465	18.5	46.5
0.1937665	19.5	46.5
0.2035672	20.5	46.5
0.2133474	21.5	46.5
0.2231064	22.5	46.5
0.232843	23.5	46.5
0.2425563	24.5	46.5
0.2522454	25.5	46.5
0.2619093	26.5	46.5
0.2715469	27.5	46.5
0.2811575	28.5	46.5
0.2907399	29.5	46.5
0.3002932	30.5	46.5
0.3098165	31.5	46.5
0.3193088	32.5	46.5
0.3287692	33.5	46.5
0.3381967	34.5	46.5
0.3475904	35.5	46.5
0.3569493	36.5	46.5
0.3662725	37.5	46.5
0.3755592	38.5	46.5
0.3848082	39.5	46.5
0.3940188	40.5	46.5
0.4031899	41.5	46.5
0.4123208	42.5	46.5
0.4214104	43.5	46.5
0.4304579	44.5	46.5
0.4394623	45.5	46.5
0.4484228	46.5	46.5
0.4573385	47.5	46.5
0.4662084	48.5	46.5
0.4750316	49.5	46.5
0.4838074	50.5	46.5
0.4925348	51.5	46.5
0.501213	52.5	46.5
0.509841	53.5	46.5
0.5184181	54.5	46.5
0.5269433	55.5	46.5
0.5354158	56.5	46.5
0.5438348	57.5	46.5
0.5521994	58.5	46.5
0.5605087	59.5	46.5
0.5687621	60.5	46.5
0.5769585	61.5	46.5
0.5850973	62.5	46.5
0.5931775	63.5	46.5
0.6011984	64.5	46.5
0.6091592	65.5	46.5
0.6170591	66.5	46.5
0.6248973	67.5	46.5
0.632673	68.5	46.5
0.6403854	69.5	46.5
0.6480339	70.5	46.5
0.6556174	71.5	46.5
0.6631355	72.5	46.5
0.6705872	73.5	46.5
0.6779718	74.5	46.5
0.6852887	75.5	46.5
0.692537	76.5	46.5
0.6997161	77.5	46.5
0.7068252	78.5	46.5
0.7138636	79.5	46.5
0.7208306	80.5	46.5
0.7277256	81.5	46.5
0.7345478	82.5	46.5
0.7412965	83.5	46.5
0.7479711	84.5	46.5
0.7545709	85.5	46.5
0.7610953	86.5	46.5
0.7675435	87.5	46.5
0.773915	88.5	46.5
0.7802091	89.5	46.5
0.7864252	90.5	46.5
0.7925626	91.5	46.5
0.7986208	92.5	46.5
0.8045991	93.5	46.5
0.8104969	94.5	46.5
0.8163137	95.5	46.5
0.8220489	96.5	46.5
0.8277019	97.5	46.5
0.8332721	98.5	46.5
0.8387589	99.5	46.5
0.004999979	0.5	45.5
0.01499944	1.5	45.5
0.0249974	2.5	45.5
0.03499286	3.5	45.5
0.04498481	4.5	45.5
0.05497228	5.5	45.5
0.06495424	6.5	45.5
0.07492971	7.5	45.5
0.08489768	8.5	45.5
0.09485717	9.5	45.5
0.1048072	10.5	45.5
0.1147467	11.5	45.5
0.1246747	12.5	45.5
0.1345903	13.5	45.5
0.1444924	14.5	45.5
0.1543801	15.5	45.5
0.1642523	16.5	45.5
0.1741081	17.5	45.5
0.1839465	18.5	45.5
0.1937665	19.5	45.5
0.2035672	20.5	45.5
0.2133474	21.5	45.5
0.2231064	22.5	45.5
0.232843	23.5	45.5
0.2425563	24.5	45.5
0.2522454	25.5	45.5
0.2619093	26.5	45.5
0.2715469	27.5	45.5
0.2811575	28.5	45.5
0.2907399	29.5	45.5
0.3002932	30.5	45.5
0.3098165	31.5	45.5
0.3193088	32.5	45.5
0.3287692	33.5	45.5
0.3381967	34.5	45.5
0.3475904	35.5	45.5
0.3569493	36.5	45.5
0.3662725	37.5	45.5
0.3755592	38.5	45.5
0.3848082	39.5	45.5
0.3940188	40.5	45.5
0.4031899	41.5	45.5
0.4123208	42.5	45.5
0.4214104	43.5	45.5
0.4304579	44.5	45.5
0.4394623	45.5	45.5
0.4484228	46.5	45.5
0.4573385	47.5	45.5
0.4662084	48.5	45.5
0.4750316	49.5	45.5
0.4838074	50.5	45.5
0.4925348	51.5	45.5
0.501213	52.5	45.5
0.509841	53.5	45.5
0.5184181	54.5	45.5
0.5269433	55.5	45.5
0.5354158	56.5	45.5
0.5438348	57.5	45.5
0.5521994	58.5	45.5
0.5605087	59.5	45.5
0.5687621	60.5	45.5
0.5769585	61.5	45.5
0.5850973	62.5	45.5
0.5931775	63.5	45.5
0.6011984	64.5	45.5
0.6091592	65.5	45.5
0.6170591	66.5	45.5
0.6248973	67.5	45.5
0.632673	68.5	45.5
0.6403854	69.5	45.5
0.6480339	70.5	45.5
0.6556174	71.5	45.5
0.6631355	72.5	45.5
0.6705872	73.5	45.5
0.6779718	74.5	45.5
0.6852887	75.5	45.5
0.692537	76.5	45.5
0.6997161	77.5	45.5
0.7068252	78.5	45.5
0.7138636	79.5	45.5
0.7208306	80.5	45.5
0.7277256	81.5	45.5
0.7345478	82.5	45.5
0.7412965	83.5	45.5
0.7479711	84.5	45.5
0.7545709	85.5	45.5
0.7610953	86.5	45.5
0.7675435	87.5	45.5
0.773915	88.5	45.5
0.7802091	89.5	45.5
0.7864252	90.5	45.5
0.7925626	91.5	45.5
0.7986208	92.5	45.5
0.8045991	93.5	45.5
0.8104969	94.5	45.5
0.8163137	95.5	45.5
0.8220489	96.5	45.5
0.8277019	97.5	45.5
0.8332721	98.5	45.5
0.8387589	99.5	45.5
0.004999979	0.5	44.5
0.01499944	1.5	44.5
0.0249974	2.5	44.5
0.03499286	3.5	44.5
0.04498481	4.5	44.5
0.05497228	5.5	44.5
0.06495424	6.5	44.5
0.07492971	7.5	44.5
0.08489768	8.5	44.5
0.09485717	9.5	44.5
0.1048072	10.5	44.5
0.1147467	11.5	44.5
0.1246747	12.5	44.5
0.1345903	13.5	44.5
0.1444924	14.5	44.5
0.1543801	15.5	44.5
0.1642523	16.5	44.5
0.1741081	17.5	44.5
0.1839465	18.5	44.5
0.1937665	19.5	44.5
0.2035672	20.5	44.5
0.2133474	21.5	44.5
0.2231064	22.5	44.5
0.232843	23.5	44.5
0.2425563	24.5	44.5
0.2522454	25.5	44.5
0.2619093	26.5	44.5
0.2715469	27.5	44.5
0.2811575	28.5	44.5
0.2907399	29.5	44.5
0.3002932	30.5	44.5
0.3098165	31.5	44.5
0.3193088	32.5	44.5
0.3287692	33.5	44.5
0.3381967	34.5	44.5
0.3475904	35.5	44.5
0.3569493	36.5	44.5
0.3662725	37.5	44.5
0.3755592	38.5	44.5
0.3848082	39.5	44.5
0.3940188	40.5	44.5
0.4031899	41.5	44.5
0.4123208	42.5	44.5
0.4214104	43.5	44.5
0.4304579	44.5	44.5
0.4394623	45.5	44.5
0.4484228	46.5	44.5
0.4573385	47.5	44.5
0.4662084	48.5	44.5
0.4750316	49.5	44.5
0.4838074	50.5	44.5
0.4925348	51.5	44.5
0.501213	52.5	44.5
0.509841	53.5	44.5
0.5184181	54.5	44.5
0.5269433	55.5	44.5
0.5354158	56.5	44.5
0.5438348	57.5	44.5
0.5521994	58.5	44.5
0.5605087	59.5	44.5
0.5687621	60.5	44.5
0.5769585	61.5	44.5
0.5850973	62.5	44.5
0.5931775	63.5	44.5
0.6011984	64.5	44.5
0.6091592	65.5	44.5
0.6170591	66.5	44.5
0.6248973	67.5	44.5
0.632673	68.5	44.5
0.6403854	69.5	44.5
0.6480339	70.5	44.5
0.6556174	71.5	44.5
0.6631355	72.5	44.5
0.6705872	73.5	44.5
0.6779718	74.5	44.5
0.6852887	75.5	44.5
0.692537	76.5	44.5
0.6997161	77.5	44.5
0.7068252	78.5	44.5
0.7138636	79.5	44.5
0.7208306	80.5	44.5
0.7277256	81.5	44.5
0.7345478	82.5	44.5
0.7412965	83.5	44.5
0.7479711	84.5	44.5
0.7545709	85.5	44.5
0.7610953	86.5	44.5
0.7675435	87.5	44.5
0.773915	88.5	44.5
0.7802091	89.5	44.5
0.7864252	90.5	44.5
0.7925626	91.5	44.5
0.7986208	92.5	44.5
0.8045991	93.5	44.5
0.8104969	94.5	44.5
0.8163137	95.5	44.5
0.8220489	96.5	44.5
0.8277019	97.5	44.5
0.8332721	98.5	44.5
0.8387589	99.5	44.5
0.004999979	0.5	43.5
0.01499944	1.5	43.5
0.0249974	2.5	43.5
0.03499286	3.5	43.5
0.04498481	4.5	43.5
0.05497228	5.5	43.5
0.06495424	6.5	43.5
0.07492971	7.5	43.5
0.08489768	8.5	43.5
0.09485717	9.5	43.5
0.1048072	10.5	43.5
0.1147467	11.5	43.5
0.1246747	12.5	43.5
0.1345903	13.5	43.5
0.1444924	14.5	43.5
0.1543801	15.5	43.5
0.1642523	16.5	43.5
0.1741081	17.5	43.5
0.1839465	18.5	43.5
0.1937665	19.5	43.5
0.2035672	20.5	43.5
0.2133474	21.5	43.5
0.2231064	22.5	43.5
0.232843	23.5	43.5
0.2425563	24.5	43.5
0.2522454	25.5	43.5
0.2619093	26.5	43.5
0.2715469	27.5	43.5
0.2811575	28.5	43.5
0.2907399	29.5	43.5
0.3002932	30.5	43.5
0.3098165	31.5	43.5
0.3193088	32.5	43.5
0.3287692	33.5	43.5
0.3381967	34.5	43.5
0.3475904	35.5	43.5
0.3569493	36.5	43.5
0.3662725	37.5	43.5
0.3755592	38.5	43.5
0.3848082	39.5	43.5
0.3940188	40.5	43.5
0.4031899	41.5	43.5
0.4123208	42.5	43.5
0.4214104	43.5	43.5
0.4304579	44.5	43.5
0.4394623	45.5	43.5
0.4484228	46.5	43.5
0.4573385	47.5	43.5
0.4662084	48.5	43.5
0.4750316	49.5	43.5
0.4838074	50.5	43.5
0.4925348	51.5	43.5
0.501213	52.5	43.5
0.509841	53.5	43.5
0.5184181	54.5	43.5
0.5269433	55.5	43.5
0.5354158	56.5	43.5
0.5438348	57.5	43.5
0.5521994	58.5	43.5
0.5605087	59.5	43.5
0.5687621	60.5	43.5
0.5769585	61.5	43.5
0.5850973	62.5	43.5
0.5931775	63.5	43.5
0.6011984	64.5	43.5
0.6091592	65.5	43.5
0.6170591	66.5	43.5
0.6248973	67.5	43.5
0.632673	68.5	43.5
0.6403854	69.5	43.5
0.6480339	70.5	43.5
0.6556174	71.5	43.5
0.6631355	72.5	43.5
0.6705872	73.5	43.5
0.6779718	74.5	43.5
0.6852887	75.5	43.5
0.692537	76.5	43.5
0.6997161	77.5	43.5
0.7068252	78.5	43.5
0.7138636	79.5	43.5
0.7208306	80.5	43.5
0.7277256	81.5	43.5
0.7345478	82.5	43.5
0.7412965	83.5	43.5
0.7479711	84.5	43.5
0.7545709	85.5	43.5
0.7610953	86.5	43.5
0.7675435	87.5	43.5
0.773915	88.5	43.5
0.7802091	89.5	43.5
0.7864252	90.5	43.5
0.7925626	91.5	43.5
0.7986208	92.5	43.5
0.8045991	93.5	43.5
0.8104969	94.5	43.5
0.8163137	95.5	43.5
0.8220489	96.5	43.5
0.8277019	97.5	43.5
0.8332721	98.5	43.5
0.8387589	99.5	43.5
0.004999979	0.5	42.5
0.01499944	1.5	42.5
0.0249974	2.5	42.5
0.03499286	3.5	42.5
0.04498481	4.5	42.5
0.05497228	5.5	42.5
0.06495424	6.5	42.5
0.07492971	7.5	42.5
0.08489768	8.5	42.5
0.09485717	9.5	42.5
0.1048072	10.5	42.5
0.1147467	11.5	42.5
0.1246747	12.5	42.5
0.1345903	13.5	42.5
0.1444924	14.5	42.5
0.1543801	15.5	42.5
0.1642523	16.5	42.5
0.1741081	17.5	42.5
0.1839465	18.5	42.5
0.1937665	19.5	42.5
0.2035672	20.5	42.5
0.2133474	21.5	42.5
0.2231064	22.5	42.5
0.232843	23.5	42.5
0.2425563	24.5	42.5
0.2522454	25.5	42.5
0.2619093	26.5	42.5
0.2715469	27.5	42.5
0.2811575	28.5	42.5
0.2907399	29.5	42.5
0.3002932	30.5	42.5
0.3098165	31.5	42.5
0.3193088	32.5	42.5
0.3287692	33.5	42.5
0.3381967	34.5	42.5
0.3475904	35.5	42.5
0.3569493	36.5	42.5
0.3662725	37.5	42.5
0.3755592	38.5	42.5
0.3848082	39.5	42.5
0.3940188	40.5	42.5
0.4031899	41.5	42.5
0.4123208	42.5	42.5
0.4214104	43.5	42.5
0.4304579	44.5	42.5
0.4394623	45.5	42.5
0.4484228	46.5	42.5
0.4573385	47.5	42.5
0.4662084	48.5	42.5
0.4750316	49.5	42.5
0.4838074	50.5	42.5
0.4925348	51.5	42.5
0.501213	52.5	42.5
0.509841	53.5	42.5
0.5184181	54.5	42.5
0.5269433	55.5	42.5
0.5354158	56.5	42.5
0.5438348	57.5	42.5
0.5521994	58.5	42.5
0.5605087	59.5	42.5
0.5687621	60.5	42.5
0.5769585	61.5	42.5
0.5850973	62.5	42.5
0.5931775	63.5	42.5
0.6011984	64.5	42.5
0.6091592	65.5	42.5
0.6170591	66.5	42.5
0.6248973	67.5	42.5
0.632673	68.5	42.5
0.6403854	69.5	42.5
0.6480339	70.5	42.5
0.6556174	71.5	42.5
0.6631355	72.5	42.5
0.6705872	73.5	42.5
0.6779718	74.5	42.5
0.6852887	75.5	42.5
0.692537	76.5	42.5
0.6997161	77.5	42.5
0.7068252	78.5	42.5
0.7138636	79.5	42.5
0.7208306	80.5	42.5
0.7277256	81.5	42.5
0.7345478	82.5	42.5
0.7412965	83.5	42.5
0.7479711	84.5	42.5
0.7545709	85.5	42.5
0.7610953	86.5	42.5
0.7675435	87.5	42.5
0.773915	88.5	42.5
0.7802091	89.5	42.5
0.7864252	90.5	42.5
0.7925626	91.5	42.5
0.7986208	92.5	42.5
0.8045991	93.5	42.5
0.8104969	94.5	42.5
0.8163137	95.5	42.5
0.8220489	96.5	42.5
0.8277019	97.5	42.5
0.8332721	98.5	42.5
0.8387589	99.5	42.5
0.004999979	0.5	41.5
0.01499944	1.5	41.5
0.0249974	2.5	41.5
0.03499286	3.5	41.5
0.04498481	4.5	41.5
0.05497228	5.5	41.5
0.06495424	6.5	41.5
0.07492971	7.5	41.5
0.08489768	8.5	41.5
0.09485717	9.5	41.5
0.1048072	10.5	41.5
0.1147467	11.5	41.5
0.1246747	12.5	41.5
0.1345903	13.5	41.5
0.1444924	14.5	41.5
0.1543801	15.5	41.5
0.1642523	16.5	41.5
0.1741081	17.5	41.5
0.1839465	18.5	41.5
0.1937665	19.5	41.5
0.2035672	20.5	41.5
0.2133474	21.5	41.5
0.2231064	22.5	41.5
0.232843	23.5	41.5
0.2425563	24.5	41.5
0.2522454	25.5	41.5
0.2619093	26.5	41.5
0.2715469	27.5	41.5
0.2811575	28.5	41.5
0.2907399	29.5	41.5
0.3002932	30.5	41.5
0.3098165	31.5	41.5
0.3193088	32.5	41.5
0.3287692	33.5	41.5
0.3381967	34.5	41.5
0.3475904	35.5	41.5
0.3569493	36.5	41.5
0.3662725	37.5	41.5
0.3755592	38.5	41.5
0.3848082	39.5	41.5
0.3940188	40.5	41.5
0.4031899	41.5	41.5
0.4123208	42.5	41.5
0.4214104	43.5	41.5
0.4304579	44.5	41.5
0.4394623	45.5	41.5
0.4484228	46.5	41.5
0.4573385	47.5	41.5
0.4662084	48.5	41.5
0.4750316	49.5	41.5
0.4838074	50.5	41.5
0.4925348	51.5	41.5
0.501213	52.5	41.5
0.509841	53.5	41.5
0.5184181	54.5	41.5
0.5269433	55.5	41.5
0.5354158	56.5	41.5
0.5438348	57.5	41.5
0.5521994	58.5	41.5
0.5605087	59.5	41.5
0.5687621	60.5	41.5
0.5769585	61.5	41.5
0.5850973	62.5	41.5
0.5931775	63.5	41.5
0.6011984	64.5	41.5
0.6091592	65.5	41.5
0.6170591	66.5	41.5
0.6248973	67.5	41.5
0.632673	68.5	41.5
0.6403854	69.5	41.5
0.6480339	70.5	41.5
0.6556174	71.5	41.5
0.6631355	72.5	41.5
0.6705872	73.5	41.5
0.6779718	74.5	41.5
0.6852887	75.5	41.5
0.692537	76.5	41.5
0.6997161	77.5	41.5
0.7068252	78.5	41.5
0.7138636	79.5	41.5
0.7208306	80.5	41.5
0.7277256	81.5	41.5
0.7345478	82.5	41.5
0.7412965	83.5	41.5
0.7479711	84.5	41.5
0.7545709	85.5	41.5
0.7610953	86.5	41.5
0.7675435	87.5	41.5
0.773915	88.5	41.5
0.7802091	89.5	41.5
0.7864252	90.5	41.5
0.7925626	91.5	41.5
0.7986208	92.5	41.5
0.8045991	93.5	41.5
0.8104969	94.5	41.5
0.8163137	95.5	41.5
0.8220489	96.5	41.5
0.8277019	97.5	41.5
0.8332721	98.5	41.5
0.8387589	99.5	41.5
0.004999979	0.5	40.5
0.01499944	1.5	40.5
0.0249974	2.5	40.5
0.03499286	3.5	40.5
0.04498481	4.5	40.5
0.05497228	5.5	40.5
0.06495424	6.5	40.5
0.07492971	7.5	40.5
0.08489768	8.5	40.5
0.09485717	9.5	40.5
0.1048072	10.5	40.5
0.1147467	11.5	40.5
0.1246747	12.5	40.5
0.1345903	13.5	40.5
0.1444924	14.5	40.5
0.1543801	15.5	40.5
0.1642523	16.5	40.5
0.1741081	17.5	40.5
0.1839465	18.5	40.5
0.1937665	19.5	40.5
0.2035672	20.5	40.5
0.2133474	21.5	40.5
0.2231064	22.5	40.5
0.232843	23.5	40.5
0.2425563	24.5	40.5
0.2522454	25.5	40.5
0.2619093	26.5	40.5
0.2715469	27.5	40.5
0.2811575	28.5	40.5
0.2907399	29.5	40.5
0.3002932	30.5	40.5
0.3098165	31.5	40.5
0.3193088	32.5	40.5
0.3287692	33.5	40.5
0.3381967	34.5	40.5
0.3475904	35.5	40.5
0.3569493	36.5	40.5
0.3662725	37.5	40.5
0.3755592	38.5	40.5
0.3848082	39.5	40.5
0.3940188	40.5	40.5
0.4031899	41.5	40.5
0.4123208	42.5	40.5
0.4214104	43.5	40.5
0.4304579	44.5	40.5
0.4394623	45.5	40.5
0.4484228	46.5	40.5
0.4573385	47.5	40.5
0.4662084	48.5	40.5
0.4750316	49.5	40.5
0.4838074	50.5	40.5
0.4925348	51.5	40.5
0.501213	52.5	40.5
0.509841	53.5	40.5
0.5184181	54.5	40.5
0.5269433	55.5	40.5
0.5354158	56.5	40.5
0.5438348	57.5	40.5
0.5521994	58.5	40.5
0.5605087	59.5	40.5
0.5687621	60.5	40.5
0.5769585	61.5	40.5
0.5850973	62.5	40.5
0.5931775	63.5	40.5
0.6011984	64.5	40.5
0.6091592	65.5	40.5
0.6170591	66.5	40.5
0.6248973	67.5	40.5
0.632673	68.5	40.5
0.6403854	69.5	40.5
0.6480339	70.5	40.5
0.6556174	71.5	40.5
0.6631355	72.5	40.5
0.6705872	73.5	40.5
0.6779718	74.5	40.5
0.6852887	75.5	40.5
0.692537	76.5	40.5
0.6997161	77.5	40.5
0.7068252	78.5	40.5
0.7138636	79.5	40.5
0.7208306	80.5	40.5
0.7277256	81.5	40.5
0.7345478	82.5	40.5
0.7412965	83.5	40.5
0.7479711	84.5	40.5
0.7545709	85.5	40.5
0.7610953	86.5	40.5
0.7675435	87.5	40.5
0.773915	88.5	40.5
0.7802091	89.5	40.5
0.7864252	90.5	40.5
0.7925626	91.5	40.5
0.7986208	92.5	40.5
0.8045991	93.5	40.5
